student_id,topic,learning_style,difficulty_level,quiz_score,time_spent_minutes,attempts,engagement_score,next_content_level
1655,Biology,Visual,Medium,94.0,59.6,5,65.9,Hard
1656,Physics,Practice,Hard,90.1,47.1,1,64.2,Hard
1657,Physics,Practice,Easy,68.9,25.3,3,45.0,Medium
1658,Computer Science,Practice,Medium,56.8,49.5,3,46.2,Medium
1659,Mathematics,Practice,Easy,66.5,20.8,5,40.5,Medium
1660,Biology,Practice,Hard,44.7,42.3,1,40.0,Easy
1661,Physics,Visual,Hard,61.7,54.7,3,50.3,Medium
1662,Computer Science,Textual,Hard,76.8,36.2,1,54.3,Medium
1663,Physics,Visual,Medium,64.5,47.9,2,50.6,Medium
1664,Biology,Textual,Easy,61.0,36.0,1,46.3,Medium
1665,Biology,Practice,Hard,69.2,28.4,1,48.1,Medium
1666,Chemistry,Textual,Easy,66.0,52.3,5,49.7,Medium
1667,Mathematics,Textual,Easy,81.3,60.7,2,62.9,Hard
1668,Chemistry,Textual,Easy,50.1,60.6,3,46.2,Medium
1669,Computer Science,Practice,Hard,77.9,41.4,3,54.4,Medium
1670,Physics,Visual,Hard,69.3,12.4,1,43.4,Medium
1671,Computer Science,Textual,Medium,76.5,46.3,4,54.1,Medium
1672,Biology,Visual,Medium,49.2,64.0,4,45.8,Easy
1673,Chemistry,Practice,Easy,83.2,25.3,3,52.2,Hard
1674,Chemistry,Visual,Hard,78.1,71.7,1,65.6,Medium
1675,Chemistry,Textual,Medium,95.1,14.1,1,56.8,Hard
1676,Computer Science,Visual,Medium,57.5,51.0,2,48.0,Medium
1677,Biology,Visual,Medium,61.2,57.4,5,48.8,Medium
1678,Physics,Practice,Easy,43.2,67.0,4,43.7,Easy
1679,Physics,Visual,Easy,57.6,51.9,1,49.4,Medium
1680,Computer Science,Textual,Medium,91.5,40.1,3,60.8,Hard
1681,Chemistry,Visual,Easy,74.4,47.5,4,53.4,Medium
1682,Mathematics,Textual,Easy,59.1,34.8,5,41.0,Medium
1683,Computer Science,Textual,Hard,72.0,15.2,1,45.6,Medium
1684,Computer Science,Visual,Medium,69.1,41.4,4,49.0,Medium
1685,Biology,Visual,Medium,41.4,52.4,1,41.4,Easy
1686,Physics,Textual,Hard,44.1,60.4,5,41.2,Easy
1687,Computer Science,Practice,Hard,86.6,37.7,2,58.6,Hard
1688,Computer Science,Practice,Easy,81.0,67.2,4,62.7,Hard
1689,Chemistry,Textual,Hard,47.7,42.5,5,37.6,Easy
1690,Chemistry,Textual,Medium,68.1,52.2,2,53.7,Medium
1691,Mathematics,Visual,Easy,59.3,56.2,2,50.5,Medium
1692,Biology,Visual,Easy,86.3,45.8,5,57.9,Hard
1693,Mathematics,Visual,Medium,76.7,43.6,3,54.4,Medium
1694,Chemistry,Visual,Hard,53.4,68.4,5,48.2,Medium
1695,Physics,Visual,Easy,71.8,19.5,1,46.8,Medium
1696,Chemistry,Textual,Medium,69.4,45.6,3,51.4,Medium
1697,Biology,Textual,Hard,69.4,17.5,2,44.0,Medium
1698,Chemistry,Practice,Medium,62.3,18.0,4,38.6,Medium
1699,Biology,Visual,Hard,70.4,44.2,2,52.5,Medium
1700,Biology,Textual,Hard,57.2,37.1,4,41.7,Medium
1701,Biology,Practice,Medium,52.2,76.2,4,51.0,Medium
1702,Biology,Textual,Hard,51.3,41.2,5,39.0,Medium
1703,Biology,Visual,Easy,54.3,62.0,5,46.8,Medium
1704,Physics,Visual,Easy,76.3,45.8,2,55.9,Medium
1705,Mathematics,Visual,Medium,76.7,27.0,5,47.4,Medium
1706,Computer Science,Visual,Medium,91.9,18.6,2,55.5,Hard
1707,Mathematics,Practice,Medium,66.6,24.5,5,41.6,Medium
1708,Biology,Visual,Medium,80.5,49.9,5,56.2,Hard
1709,Physics,Visual,Easy,70.7,69.0,4,58.0,Medium
1710,Chemistry,Practice,Easy,74.5,31.3,3,49.6,Medium
1711,Physics,Practice,Hard,82.1,57.6,5,59.3,Hard
1712,Biology,Textual,Hard,78.7,42.3,5,53.0,Medium
1713,Physics,Practice,Hard,71.6,29.0,2,48.5,Medium
1714,Physics,Textual,Medium,60.8,50.3,4,47.5,Medium
1715,Biology,Visual,Medium,74.1,68.9,4,59.7,Medium
1716,Physics,Textual,Easy,90.5,43.9,3,61.4,Hard
1717,Computer Science,Textual,Medium,72.6,57.4,3,56.5,Medium
1718,Computer Science,Practice,Hard,64.1,49.6,3,49.9,Medium
1719,Physics,Visual,Medium,82.3,49.7,5,57.1,Hard
1720,Chemistry,Textual,Easy,49.2,33.0,2,38.5,Easy
1721,Biology,Visual,Hard,64.6,52.4,1,53.0,Medium
1722,Computer Science,Textual,Hard,55.3,23.1,2,38.6,Medium
1723,Chemistry,Visual,Easy,68.2,50.4,4,51.2,Medium
1724,Physics,Visual,Medium,88.7,65.6,3,67.0,Hard
1725,Chemistry,Practice,Hard,79.6,72.1,1,66.4,Medium
1726,Mathematics,Textual,Easy,42.0,29.4,4,31.8,Easy
1727,Computer Science,Textual,Medium,60.7,51.6,3,48.8,Medium
1728,Physics,Visual,Medium,47.5,34.4,1,39.1,Easy
1729,Biology,Visual,Medium,85.9,47.1,2,61.1,Hard
1730,Physics,Textual,Hard,61.3,73.8,4,54.8,Medium
1731,Biology,Practice,Medium,71.1,58.2,5,54.0,Medium
1732,Physics,Practice,Easy,71.9,35.2,1,51.5,Medium
1733,Chemistry,Textual,Easy,73.1,34.4,1,51.9,Medium
1734,Chemistry,Textual,Easy,26.6,45.3,2,30.9,Easy
1735,Chemistry,Practice,Medium,75.4,46.3,2,55.6,Medium
1736,Mathematics,Textual,Hard,61.8,47.0,4,47.0,Medium
1737,Biology,Textual,Easy,82.7,22.7,5,49.2,Hard
1738,Chemistry,Visual,Medium,73.0,75.0,3,62.0,Medium
1739,Mathematics,Practice,Hard,79.5,76.5,1,67.7,Medium
1740,Biology,Textual,Easy,59.1,52.2,1,50.2,Medium
1741,Physics,Practice,Medium,53.1,31.9,4,38.1,Medium
1742,Mathematics,Practice,Hard,83.4,35.6,3,55.4,Hard
1743,Computer Science,Visual,Medium,78.5,30.9,3,51.5,Medium
1744,Mathematics,Practice,Medium,73.3,29.5,3,48.5,Medium
1745,Mathematics,Practice,Medium,73.3,35.5,4,49.3,Medium
1746,Biology,Textual,Hard,76.3,51.3,1,58.5,Medium
1747,Physics,Visual,Medium,50.6,46.9,2,43.4,Medium
1748,Computer Science,Visual,Medium,86.1,67.9,1,68.4,Hard
1749,Chemistry,Textual,Medium,67.7,22.2,2,44.5,Medium
1750,Chemistry,Textual,Easy,68.1,31.8,2,47.6,Medium
1751,Mathematics,Textual,Medium,63.7,15.0,4,38.4,Medium
1752,Biology,Visual,Easy,33.0,47.2,3,33.7,Easy
1753,Biology,Practice,Easy,78.6,69.0,4,62.0,Medium
1754,Chemistry,Visual,Medium,55.0,37.9,2,42.9,Medium
1755,Computer Science,Visual,Easy,71.6,65.5,1,60.4,Medium
1756,Physics,Textual,Medium,57.7,55.4,2,49.5,Medium
1757,Computer Science,Textual,Easy,64.8,58.0,4,51.8,Medium
1758,Physics,Visual,Easy,64.0,53.8,1,53.1,Medium
1759,Chemistry,Visual,Hard,57.3,72.0,3,53.2,Medium
1760,Physics,Visual,Hard,66.6,42.0,4,47.9,Medium
1761,Biology,Practice,Easy,62.8,55.3,5,49.0,Medium
1762,Mathematics,Practice,Medium,54.4,72.7,2,53.0,Medium
1763,Mathematics,Textual,Easy,87.6,29.7,3,55.7,Hard
1764,Chemistry,Practice,Medium,58.0,41.8,3,44.5,Medium
1765,Biology,Practice,Medium,78.4,53.6,1,60.3,Medium
1766,Computer Science,Visual,Easy,80.0,32.1,4,51.6,Hard
1767,Biology,Practice,Hard,83.9,31.5,2,55.4,Hard
1768,Mathematics,Practice,Easy,61.8,75.4,5,54.5,Medium
1769,Mathematics,Visual,Easy,67.0,32.8,2,47.3,Medium
1770,Biology,Visual,Hard,67.5,39.5,4,47.6,Medium
1771,Biology,Visual,Medium,77.9,48.2,3,56.4,Medium
1772,Mathematics,Visual,Medium,66.4,51.4,5,49.6,Medium
1773,Computer Science,Practice,Medium,76.9,36.8,1,54.5,Medium
1774,Chemistry,Textual,Medium,66.2,41.9,4,47.7,Medium
1775,Chemistry,Practice,Medium,86.8,30.0,2,56.4,Hard
1776,Biology,Practice,Medium,69.8,36.7,4,47.9,Medium
1777,Chemistry,Textual,Medium,68.0,55.4,1,55.6,Medium
1778,Mathematics,Practice,Medium,75.1,58.6,2,59.1,Medium
1779,Mathematics,Visual,Hard,94.5,60.3,5,66.3,Hard
1780,Biology,Visual,Hard,60.9,44.9,2,47.9,Medium
1781,Biology,Textual,Medium,85.6,42.0,2,59.4,Hard
1782,Biology,Visual,Medium,57.7,25.4,1,41.5,Medium
1783,Computer Science,Visual,Medium,70.7,39.7,2,51.3,Medium
1784,Chemistry,Practice,Medium,58.1,47.6,4,45.3,Medium
1785,Biology,Practice,Medium,64.4,61.3,3,53.6,Medium
1786,Physics,Visual,Hard,59.8,16.0,1,39.7,Medium
1787,Physics,Practice,Hard,80.5,39.9,1,57.2,Hard
1788,Mathematics,Practice,Hard,62.5,11.0,1,39.6,Medium
1789,Chemistry,Visual,Hard,78.0,20.9,4,47.3,Medium
1790,Biology,Visual,Hard,62.1,64.8,4,52.5,Medium
1791,Physics,Practice,Medium,69.9,25.5,4,44.6,Medium
1792,Chemistry,Textual,Hard,91.9,46.6,4,61.9,Hard
1793,Mathematics,Visual,Easy,58.8,60.4,2,51.5,Medium
1794,Computer Science,Textual,Easy,59.1,38.0,1,46.0,Medium
1795,Chemistry,Practice,Medium,66.3,26.6,1,46.1,Medium
1796,Chemistry,Visual,Hard,69.7,46.8,5,49.9,Medium
1797,Computer Science,Visual,Medium,79.3,68.4,3,63.2,Medium
1798,Chemistry,Visual,Easy,70.6,59.9,2,57.3,Medium
1799,Mathematics,Practice,Medium,73.7,41.3,3,52.2,Medium
1800,Mathematics,Visual,Medium,52.7,36.6,2,41.3,Medium
1801,Computer Science,Textual,Easy,74.5,62.3,2,59.9,Medium
1802,Biology,Practice,Hard,74.9,23.1,2,48.4,Medium
1803,Physics,Visual,Hard,80.1,59.1,1,62.8,Hard
1804,Biology,Practice,Hard,65.1,37.0,3,46.6,Medium
1805,Chemistry,Practice,Easy,69.9,22.7,3,44.8,Medium
1806,Physics,Practice,Easy,80.6,18.5,4,47.8,Hard
1807,Computer Science,Visual,Medium,54.1,69.5,3,50.9,Medium
1808,Computer Science,Textual,Medium,43.1,42.0,4,36.2,Easy
1809,Physics,Practice,Easy,53.4,31.6,5,37.2,Medium
1810,Mathematics,Practice,Hard,60.4,44.3,4,45.5,Medium
1811,Physics,Visual,Medium,86.1,36.4,2,58.0,Hard
1812,Chemistry,Practice,Hard,100.0,36.9,1,66.1,Hard
1813,Mathematics,Textual,Hard,56.4,37.6,2,43.5,Medium
1814,Computer Science,Visual,Easy,68.7,45.1,5,48.9,Medium
1815,Physics,Textual,Hard,62.1,56.4,1,53.0,Medium
1816,Biology,Practice,Hard,77.2,22.1,5,46.2,Medium
1817,Biology,Textual,Medium,74.2,65.3,2,60.7,Medium
1818,Chemistry,Textual,Medium,56.9,30.8,1,42.7,Medium
1819,Biology,Practice,Medium,60.7,48.8,5,46.0,Medium
1820,Physics,Textual,Easy,67.9,44.1,4,49.2,Medium
1821,Physics,Textual,Medium,88.5,32.9,3,57.1,Hard
1822,Biology,Textual,Easy,60.2,62.0,2,52.7,Medium
1823,Physics,Textual,Medium,46.7,33.1,4,35.3,Easy
1824,Chemistry,Practice,Easy,89.5,66.3,5,65.6,Hard
1825,Mathematics,Practice,Easy,77.5,55.0,5,56.2,Medium
1826,Chemistry,Textual,Medium,52.6,33.8,1,41.4,Medium
1827,Chemistry,Practice,Medium,74.6,27.0,4,47.4,Medium
1828,Physics,Visual,Medium,82.2,61.0,5,60.4,Hard
1829,Mathematics,Visual,Easy,71.4,27.9,1,49.1,Medium
1830,Physics,Textual,Hard,90.4,43.0,3,61.1,Hard
1831,Computer Science,Visual,Medium,78.3,55.5,3,58.8,Medium
1832,Physics,Visual,Easy,74.6,52.0,1,57.9,Medium
1833,Physics,Textual,Medium,73.1,42.0,4,51.2,Medium
1834,Physics,Visual,Medium,72.0,34.1,1,51.2,Medium
1835,Mathematics,Visual,Easy,83.2,55.8,1,63.3,Hard
1836,Physics,Textual,Medium,67.8,16.8,4,40.9,Medium
1837,Mathematics,Textual,Hard,84.2,48.9,3,59.8,Hard
1838,Biology,Practice,Hard,74.7,25.5,5,46.0,Medium
1839,Computer Science,Textual,Easy,71.6,31.8,3,48.3,Medium
1840,Mathematics,Textual,Hard,65.4,50.5,4,49.8,Medium
1841,Biology,Practice,Medium,65.5,33.8,2,46.9,Medium
1842,Mathematics,Practice,Hard,74.8,62.4,4,58.1,Medium
1843,Mathematics,Visual,Easy,85.2,55.6,3,62.3,Hard
1844,Computer Science,Visual,Medium,77.6,34.5,3,52.2,Medium
1845,Chemistry,Practice,Medium,59.3,41.6,4,44.1,Medium
1846,Chemistry,Textual,Easy,46.0,28.4,4,33.5,Easy
1847,Mathematics,Practice,Hard,81.1,52.1,4,58.2,Hard
1848,Physics,Practice,Medium,100.0,68.5,3,73.6,Hard
1849,Biology,Textual,Easy,65.9,27.1,1,46.1,Medium
1850,Physics,Practice,Medium,63.0,47.8,2,49.8,Medium
1851,Physics,Textual,Medium,82.3,49.9,1,61.1,Hard
1852,Mathematics,Visual,Easy,57.1,26.2,3,39.4,Medium
1853,Mathematics,Practice,Hard,92.4,29.9,1,60.2,Hard
1854,Mathematics,Visual,Hard,76.2,17.9,4,45.5,Medium
1855,Mathematics,Practice,Easy,69.6,53.4,5,51.8,Medium
1856,Chemistry,Practice,Medium,58.4,39.6,4,43.1,Medium
1857,Mathematics,Practice,Easy,83.2,34.1,2,55.8,Hard
1858,Chemistry,Textual,Hard,63.3,76.0,4,56.4,Medium
1859,Chemistry,Textual,Hard,80.6,18.0,5,46.7,Hard
1860,Mathematics,Textual,Medium,76.0,64.3,3,60.3,Medium
1861,Computer Science,Textual,Hard,89.4,12.7,1,53.5,Hard
1862,Biology,Textual,Medium,72.4,37.2,4,49.4,Medium
1863,Physics,Practice,Medium,100.0,19.5,1,60.8,Hard
1864,Chemistry,Practice,Hard,78.3,32.7,2,53.0,Medium
1865,Biology,Visual,Medium,72.2,36.9,1,52.2,Medium
1866,Computer Science,Textual,Medium,64.2,34.4,2,46.4,Medium
1867,Physics,Practice,Hard,83.2,48.8,2,60.2,Hard
1868,Physics,Textual,Easy,64.5,58.2,4,51.7,Medium
1869,Chemistry,Textual,Easy,58.4,43.3,5,43.2,Medium
1870,Mathematics,Practice,Hard,63.0,49.9,1,51.5,Medium
1871,Computer Science,Textual,Hard,67.1,68.4,2,58.1,Medium
1872,Chemistry,Textual,Hard,100.0,34.5,2,64.4,Hard
1873,Computer Science,Practice,Easy,74.4,58.6,2,58.8,Medium
1874,Mathematics,Visual,Medium,60.1,82.9,3,57.9,Medium
1875,Mathematics,Practice,Hard,86.3,72.2,1,69.8,Hard
1876,Chemistry,Visual,Easy,72.8,69.4,1,62.2,Medium
1877,Mathematics,Visual,Easy,89.4,55.9,2,65.5,Hard
1878,Biology,Practice,Medium,98.7,62.3,1,73.0,Hard
1879,Physics,Visual,Medium,47.6,37.7,1,40.1,Easy
1880,Chemistry,Practice,Easy,34.4,43.8,3,33.3,Easy
1881,Computer Science,Practice,Hard,99.9,42.0,2,66.6,Hard
1882,Biology,Practice,Hard,59.7,35.0,1,45.4,Medium
1883,Chemistry,Practice,Medium,44.5,47.2,5,37.4,Easy
1884,Mathematics,Visual,Hard,62.1,37.1,2,46.2,Medium
1885,Mathematics,Practice,Hard,55.5,45.9,1,46.5,Medium
1886,Mathematics,Visual,Hard,58.4,24.3,3,39.5,Medium
1887,Mathematics,Textual,Easy,82.8,37.0,5,53.5,Hard
1888,Computer Science,Practice,Easy,64.6,64.7,4,53.7,Medium
1889,Biology,Textual,Easy,45.7,47.9,4,39.2,Easy
1890,Physics,Textual,Easy,70.5,65.0,5,55.8,Medium
1891,Computer Science,Textual,Easy,57.2,35.9,4,41.4,Medium
1892,Computer Science,Textual,Medium,66.3,41.3,5,46.5,Medium
1893,Physics,Practice,Easy,67.1,48.2,1,53.0,Medium
1894,Physics,Visual,Easy,82.7,42.1,4,56.0,Hard
1895,Mathematics,Textual,Medium,62.4,24.1,4,40.4,Medium
1896,Computer Science,Practice,Easy,80.5,53.5,5,57.3,Hard
1897,Chemistry,Textual,Hard,46.1,30.2,1,37.1,Easy
1898,Physics,Visual,Easy,83.5,44.8,1,60.2,Hard
1899,Physics,Textual,Hard,89.5,13.0,2,52.6,Hard
1900,Biology,Textual,Hard,66.5,35.3,2,47.8,Medium
1901,Chemistry,Visual,Hard,57.7,43.1,1,46.8,Medium
1902,Chemistry,Practice,Hard,53.8,53.4,5,43.9,Medium
1903,Physics,Textual,Hard,69.6,26.5,3,45.8,Medium
1904,Mathematics,Practice,Easy,88.2,31.6,3,56.6,Hard
1905,Biology,Practice,Hard,63.6,71.5,2,57.2,Medium
1906,Chemistry,Practice,Hard,86.7,74.5,4,67.7,Hard
1907,Physics,Visual,Hard,52.7,52.7,3,45.2,Medium
1908,Chemistry,Textual,Medium,64.7,64.2,4,53.6,Medium
1909,Biology,Visual,Medium,69.3,39.1,4,48.4,Medium
1910,Biology,Practice,Medium,73.2,54.8,1,58.0,Medium
1911,Computer Science,Visual,Medium,65.0,54.0,3,51.7,Medium
1912,Physics,Visual,Hard,88.7,30.9,3,56.6,Hard
1913,Biology,Textual,Easy,88.9,47.9,4,60.8,Hard
1914,Computer Science,Visual,Medium,67.4,40.6,4,47.9,Medium
1915,Computer Science,Visual,Medium,62.2,50.5,1,51.2,Medium
1916,Chemistry,Textual,Easy,61.0,37.0,5,42.6,Medium
1917,Chemistry,Visual,Easy,85.5,23.2,3,52.7,Hard
1918,Computer Science,Visual,Easy,60.0,45.3,3,46.6,Medium
1919,Chemistry,Textual,Medium,48.1,57.5,1,46.3,Easy
1920,Biology,Practice,Medium,50.3,57.5,1,47.4,Medium
1921,Mathematics,Textual,Easy,80.0,18.4,5,46.5,Hard
1922,Biology,Textual,Hard,49.5,47.7,4,41.1,Easy
1923,Computer Science,Textual,Hard,64.0,55.3,3,51.6,Medium
1924,Computer Science,Textual,Hard,71.5,47.1,4,51.9,Medium
1925,Biology,Practice,Easy,44.8,58.0,3,42.8,Easy
1926,Chemistry,Visual,Medium,72.7,23.8,1,48.5,Medium
1927,Chemistry,Practice,Medium,65.1,27.8,1,45.9,Medium
1928,Computer Science,Practice,Hard,41.4,53.8,1,41.8,Easy
1929,Physics,Practice,Hard,72.9,39.8,5,49.4,Medium
1930,Chemistry,Visual,Medium,75.9,62.6,3,59.7,Medium
1931,Biology,Visual,Hard,72.8,49.6,1,56.3,Medium
1932,Chemistry,Practice,Easy,77.6,31.6,5,49.3,Medium
1933,Biology,Visual,Easy,73.9,30.8,4,48.2,Medium
1934,Computer Science,Practice,Hard,81.0,16.8,5,46.5,Hard
1935,Chemistry,Practice,Easy,55.8,55.3,5,45.5,Medium
1936,Biology,Practice,Easy,49.0,43.2,2,41.5,Easy
1937,Computer Science,Visual,Hard,52.6,58.7,4,45.9,Medium
1938,Physics,Practice,Easy,57.8,48.9,2,47.6,Medium
1939,Biology,Practice,Medium,100.0,46.7,3,67.0,Hard
1940,Physics,Practice,Hard,58.0,57.2,5,47.2,Medium
1941,Physics,Visual,Easy,62.2,43.5,5,45.2,Medium
1942,Mathematics,Visual,Easy,66.5,40.0,5,46.2,Medium
1943,Chemistry,Textual,Easy,64.6,45.0,5,46.8,Medium
1944,Biology,Visual,Easy,97.2,57.6,2,69.9,Hard
1945,Physics,Textual,Easy,44.1,30.9,3,34.3,Easy
1946,Mathematics,Practice,Easy,100.0,58.9,2,71.7,Hard
1947,Computer Science,Textual,Medium,72.2,46.0,5,50.9,Medium
1948,Biology,Practice,Easy,84.4,39.2,3,57.0,Hard
1949,Physics,Visual,Hard,70.3,47.7,4,51.5,Medium
1950,Chemistry,Visual,Hard,82.2,62.6,2,63.9,Hard
1951,Mathematics,Visual,Hard,55.8,62.5,1,51.6,Medium
1952,Physics,Visual,Medium,49.7,50.9,4,42.1,Easy
1953,Chemistry,Practice,Easy,100.0,54.4,4,68.3,Hard
1954,Physics,Visual,Hard,98.7,45.6,5,64.0,Hard
1955,Biology,Textual,Medium,54.2,36.2,5,39.0,Medium
1956,Biology,Textual,Easy,80.7,51.7,4,57.9,Hard
1957,Biology,Practice,Hard,87.4,38.3,2,59.2,Hard
1958,Mathematics,Visual,Medium,79.9,29.6,3,51.8,Medium
1959,Biology,Visual,Easy,66.9,38.7,2,49.1,Medium
1960,Chemistry,Visual,Hard,100.0,20.4,2,60.1,Hard
1961,Physics,Textual,Hard,80.3,26.4,4,50.1,Hard
1962,Computer Science,Visual,Medium,56.1,75.4,2,54.7,Medium
1963,Chemistry,Practice,Medium,64.2,61.9,3,53.7,Medium
1964,Chemistry,Textual,Medium,54.0,41.4,4,41.4,Medium
1965,Biology,Textual,Hard,68.4,52.8,2,54.0,Medium
1966,Mathematics,Textual,Easy,67.9,30.7,5,44.2,Medium
1967,Physics,Visual,Medium,81.3,54.9,2,61.1,Hard
1968,Mathematics,Textual,Hard,81.1,48.9,4,57.2,Hard
1969,Physics,Practice,Easy,75.8,34.4,4,50.2,Medium
1970,Physics,Practice,Hard,75.4,40.2,5,50.8,Medium
1971,Mathematics,Practice,Hard,85.6,39.1,4,56.5,Hard
1972,Chemistry,Practice,Easy,66.6,57.8,1,55.6,Medium
1973,Physics,Visual,Hard,34.1,43.8,4,32.2,Easy
1974,Mathematics,Visual,Easy,100.0,21.3,2,60.4,Hard
1975,Physics,Visual,Hard,56.3,38.3,3,42.6,Medium
1976,Computer Science,Visual,Hard,80.4,33.3,2,54.2,Hard
1977,Chemistry,Visual,Easy,64.9,22.8,4,41.3,Medium
1978,Biology,Textual,Hard,91.0,33.6,1,60.6,Hard
1979,Physics,Practice,Hard,55.6,12.6,2,35.6,Medium
1980,Computer Science,Practice,Medium,59.3,31.0,3,41.9,Medium
1981,Biology,Practice,Easy,62.5,47.9,2,49.6,Medium
1982,Biology,Practice,Easy,78.3,51.8,5,55.7,Medium
1983,Physics,Visual,Medium,73.3,52.6,1,57.4,Medium
1984,Mathematics,Visual,Hard,78.5,59.4,4,59.1,Medium
1985,Physics,Textual,Hard,71.9,62.8,2,58.8,Medium
1986,Computer Science,Visual,Medium,84.0,29.6,2,54.9,Hard
1987,Biology,Visual,Medium,84.2,24.4,2,53.4,Hard
1988,Physics,Textual,Easy,92.7,45.6,2,64.0,Hard
1989,Mathematics,Visual,Easy,75.2,53.2,3,56.6,Medium
1990,Physics,Textual,Medium,75.1,32.5,5,48.3,Medium
1991,Chemistry,Textual,Medium,96.5,49.0,5,64.0,Hard
1992,Mathematics,Textual,Medium,88.0,72.3,1,70.7,Hard
1993,Computer Science,Practice,Hard,77.8,25.0,1,51.4,Medium
1994,Biology,Textual,Medium,49.1,45.1,3,41.1,Easy
1995,Physics,Visual,Medium,44.7,60.6,5,41.5,Easy
1996,Mathematics,Visual,Easy,79.2,42.0,1,57.2,Medium
1997,Chemistry,Textual,Hard,79.8,51.2,4,57.3,Medium
1998,Mathematics,Practice,Hard,59.2,58.7,5,48.2,Medium
1999,Chemistry,Practice,Hard,75.3,40.5,2,53.8,Medium
2000,Computer Science,Textual,Medium,56.3,29.1,5,37.9,Medium
2001,Biology,Visual,Medium,78.6,43.5,4,54.4,Medium
2002,Computer Science,Textual,Medium,79.0,28.6,2,52.1,Medium
2003,Physics,Textual,Easy,78.9,36.7,5,51.5,Medium
2004,Mathematics,Textual,Hard,75.0,51.6,2,57.0,Medium
2005,Chemistry,Textual,Hard,65.6,47.7,2,51.1,Medium
2006,Chemistry,Textual,Easy,66.8,60.0,3,54.4,Medium
2007,Mathematics,Textual,Easy,87.4,48.5,4,60.2,Hard
2008,Mathematics,Practice,Hard,76.2,33.3,3,51.1,Medium
2009,Physics,Visual,Easy,77.3,30.0,5,48.6,Medium
2010,Computer Science,Practice,Medium,71.3,54.4,2,56.0,Medium
2011,Chemistry,Visual,Hard,79.8,48.6,5,55.5,Medium
2012,Physics,Visual,Easy,84.4,42.1,5,55.8,Hard
2013,Computer Science,Practice,Hard,60.6,50.1,3,48.3,Medium
2014,Physics,Practice,Medium,78.9,34.4,5,50.8,Medium
2015,Chemistry,Visual,Hard,66.6,8.3,4,37.8,Medium
2016,Mathematics,Textual,Hard,74.7,60.6,2,59.5,Medium
2017,Mathematics,Visual,Hard,82.5,54.7,1,62.7,Hard
2018,Computer Science,Textual,Easy,48.2,43.7,4,39.2,Easy
2019,Biology,Practice,Easy,53.7,31.5,1,41.3,Medium
2020,Computer Science,Practice,Easy,60.1,41.8,1,47.6,Medium
2021,Biology,Textual,Medium,59.0,19.1,3,38.2,Medium
2022,Physics,Textual,Hard,67.6,46.7,1,52.8,Medium
2023,Physics,Textual,Medium,95.4,16.0,2,56.5,Hard
2024,Chemistry,Visual,Hard,87.7,46.6,3,60.8,Hard
2025,Biology,Practice,Easy,61.3,34.4,4,43.0,Medium
2026,Chemistry,Practice,Medium,83.0,42.8,4,56.3,Hard
2027,Mathematics,Textual,Hard,69.4,27.9,4,45.1,Medium
2028,Biology,Visual,Medium,75.2,67.6,5,58.9,Medium
2029,Computer Science,Visual,Hard,55.3,50.4,3,45.8,Medium
2030,Mathematics,Visual,Easy,50.2,34.7,3,38.5,Medium
2031,Mathematics,Practice,Hard,81.0,42.3,3,56.2,Hard
2032,Computer Science,Textual,Medium,70.5,69.1,2,60.0,Medium
2033,Mathematics,Visual,Hard,77.8,30.8,3,51.1,Medium
2034,Biology,Textual,Easy,93.9,28.3,2,59.4,Hard
2035,Chemistry,Practice,Medium,66.4,27.7,4,43.5,Medium
2036,Mathematics,Visual,Hard,66.6,34.8,5,44.7,Medium
2037,Biology,Practice,Hard,96.5,67.4,1,73.5,Hard
2038,Physics,Practice,Easy,70.3,36.6,5,47.1,Medium
2039,Biology,Practice,Easy,58.0,38.7,5,41.6,Medium
2040,Chemistry,Textual,Medium,81.0,48.0,5,55.9,Hard
2041,Biology,Visual,Easy,66.4,44.5,1,51.6,Medium
2042,Computer Science,Textual,Hard,57.7,59.5,2,50.7,Medium
2043,Chemistry,Textual,Easy,71.3,57.3,4,54.8,Medium
2044,Physics,Visual,Medium,82.4,49.9,1,61.2,Hard
2045,Computer Science,Textual,Medium,52.6,41.6,4,40.8,Medium
2046,Biology,Textual,Medium,52.3,59.4,2,48.0,Medium
2047,Chemistry,Practice,Hard,68.8,33.2,4,46.4,Medium
2048,Physics,Visual,Hard,53.5,32.2,2,40.4,Medium
2049,Computer Science,Textual,Easy,50.9,38.9,1,42.1,Medium
2050,Physics,Practice,Hard,70.1,62.4,1,58.8,Medium
2051,Biology,Practice,Easy,86.6,32.4,4,55.0,Hard
2052,Physics,Practice,Medium,81.8,36.0,4,53.7,Hard
2053,Mathematics,Practice,Easy,68.4,47.6,5,49.5,Medium
2054,Computer Science,Practice,Easy,89.2,44.2,5,58.9,Hard
2055,Physics,Textual,Easy,96.0,39.3,4,61.8,Hard
2056,Biology,Textual,Medium,77.4,52.0,5,55.3,Medium
2057,Biology,Visual,Hard,64.5,37.9,4,45.6,Medium
2058,Physics,Visual,Hard,93.4,60.8,3,67.9,Hard
2059,Biology,Visual,Hard,92.8,48.6,5,62.0,Hard
2060,Chemistry,Visual,Medium,73.8,60.2,4,57.0,Medium
2061,Chemistry,Visual,Easy,88.3,33.1,3,57.1,Hard
2062,Chemistry,Visual,Easy,58.3,42.8,5,43.0,Medium
